;src;dst;cost;energy;travel_time;waiting_time;delta_time;line_i;line_j;idx_src;idx_dst;c_stand;energy_stand;t_e;n_e;t_s;n_s;rg_id;rg
0;o_D0;n_T0;60.0;4725.0;15;0;15;0;410;0;4;0.5172413793103449;0.04725;0.0;n601;240.0;n3300440;1.0;1.0
1;o_D1;n_T0;52.0;4095.0;13;0;13;0;410;2;4;0.4482758620689655;0.04095;0.0;n601b;240.0;n3300440;1.0;1.0
2;o_D0;n_T1;84.0;6615.0;21;0;21;0;411;0;5;0.7241379310344828;0.06615;0.0;n601;252.0;n601b;1.0;2.0
3;o_D1;n_T1;0.0;0.0;0;0;0;0;411;2;5;0.0;0.0;0.0;n601b;252.0;n601b;1.0;2.0
4;o_D0;n_T2;60.0;4725.0;15;0;15;0;410;0;6;0.5172413793103449;0.04725;0.0;n601;264.0;n3300440;2.0;3.0
5;o_D1;n_T2;52.0;4095.0;13;0;13;0;410;2;6;0.4482758620689655;0.04095;0.0;n601b;264.0;n3300440;2.0;3.0
6;o_D0;n_T3;84.0;6615.0;21;0;21;0;411;0;7;0.7241379310344828;0.06615;0.0;n601;276.0;n601b;2.0;4.0
7;n_T0;n_T3;10.0;7395.0;0;5;5;410;411;4;7;0.08620689655172414;0.07395;271.0;n601b;276.0;n601b;1.0;1.0
8;o_D1;n_T3;0.0;0.0;0;0;0;0;411;2;7;0.0;0.0;0.0;n601b;276.0;n601b;2.0;4.0
9;o_D0;n_T4;60.0;4725.0;15;0;15;0;410;0;8;0.5172413793103449;0.04725;0.0;n601;288.0;n3300440;3.0;5.0
10;n_T0;n_T4;60.0;11490.0;13;4;17;410;410;4;8;0.5172413793103449;0.1149;271.0;n601b;288.0;n3300440;2.0;3.0
11;o_D1;n_T4;52.0;4095.0;13;0;13;0;410;2;8;0.4482758620689655;0.04095;0.0;n601b;288.0;n3300440;3.0;5.0
12;n_T1;n_T4;10.0;7395.0;0;5;5;411;410;5;8;0.08620689655172414;0.07395;283.0;n3300440;288.0;n3300440;2.0;2.0
13;w_H0_P1;n_T4;0.0;0.0;0;0;3;0;410;640;8;0.0;0.0;285.0;n3300440;288.0;n3300440;1.0;1.0
14;w_H1_P1;n_T4;0.0;0.0;0;0;3;0;410;804;8;0.0;0.0;285.0;n3300440;288.0;n3300440;1.0;1.0
15;o_D0;n_T5;84.0;6615.0;21;0;21;0;411;0;9;0.7241379310344828;0.06615;0.0;n601;300.0;n601b;3.0;6.0
16;n_T0;n_T5;58.0;7395.0;0;29;29;410;411;4;9;0.5;0.07395;271.0;n601b;300.0;n601b;2.0;4.0
17;o_D1;n_T5;0.0;0.0;0;0;0;0;411;2;9;0.0;0.0;0.0;n601b;300.0;n601b;3.0;6.0
18;n_T1;n_T5;60.0;11490.0;13;4;17;411;411;5;9;0.5172413793103449;0.1149;283.0;n3300440;300.0;n601b;1.0;3.0
19;n_T2;n_T5;10.0;7395.0;0;5;5;410;411;6;9;0.08620689655172414;0.07395;295.0;n601b;300.0;n601b;1.0;1.0
