;src;dst;cost;energy;travel_time;waiting_time;delta_time;line_i;line_j;idx_src;idx_dst;c_stand;energy_stand;t_e;n_e;t_s;n_s;rg_id;rg
0;o_D0;n_T0;60.0;4725.0;15;0;15;0;410;0;4;0.5172413793103449;0.04725;0.0;n601;241.0;n3300440;1.0;1.0
1;o_D1;n_T0;52.0;4095.0;13;0;13;0;410;2;4;0.4482758620689655;0.04095;0.0;n601b;241.0;n3300440;1.0;1.0
2;o_D0;n_T1;84.0;6615.0;21;0;21;0;411;0;5;0.7241379310344828;0.06615;0.0;n601;257.0;n601b;1.0;2.0
3;o_D1;n_T1;0.0;0.0;0;0;0;0;411;2;5;0.0;0.0;0.0;n601b;257.0;n601b;1.0;2.0
4;o_D0;n_T2;60.0;4725.0;15;0;15;0;410;0;6;0.5172413793103449;0.04725;0.0;n601;273.0;n3300440;2.0;3.0
5;o_D1;n_T2;52.0;4095.0;13;0;13;0;410;2;6;0.4482758620689655;0.04095;0.0;n601b;273.0;n3300440;2.0;3.0
6;w_H0_P0;n_T2;0.0;0.0;0;0;3;0;410;509;6;0.0;0.0;270.0;n3300440;273.0;n3300440;1.0;1.0
7;w_H1_P0;n_T2;0.0;0.0;0;0;3;0;410;673;6;0.0;0.0;270.0;n3300440;273.0;n3300440;1.0;1.0
8;o_D0;n_T3;84.0;6615.0;21;0;21;0;411;0;7;0.7241379310344828;0.06615;0.0;n601;289.0;n601b;2.0;4.0
9;n_T0;n_T3;34.0;7395.0;0;17;17;410;411;4;7;0.29310344827586204;0.07395;272.0;n601b;289.0;n601b;1.0;2.0
10;o_D1;n_T3;0.0;0.0;0;0;0;0;411;2;7;0.0;0.0;0.0;n601b;289.0;n601b;2.0;4.0
11;w_H0_P0;n_T3;52.0;4095.0;13;0;19;0;411;509;7;0.4482758620689655;0.04095;270.0;n3300440;289.0;n601b;1.0;3.0
12;w_H1_P0;n_T3;52.0;4095.0;13;0;19;0;411;673;7;0.4482758620689655;0.04095;270.0;n3300440;289.0;n601b;1.0;3.0
13;o_D0;n_T4;60.0;4725.0;15;0;15;0;410;0;8;0.5172413793103449;0.04725;0.0;n601;300.0;n3300440;3.0;5.0
14;n_T0;n_T4;82.0;11490.0;13;15;28;410;410;4;8;0.7068965517241379;0.1149;272.0;n601b;300.0;n3300440;2.0;3.0
15;o_D1;n_T4;52.0;4095.0;13;0;13;0;410;2;8;0.4482758620689655;0.04095;0.0;n601b;300.0;n3300440;3.0;5.0
16;n_T1;n_T4;24.0;7395.0;0;12;12;411;410;5;8;0.20689655172413793;0.07395;288.0;n3300440;300.0;n3300440;1.0;1.0
17;w_H0_P2;n_T4;0.0;0.0;0;0;0;0;410;513;8;0.0;0.0;300.0;n3300440;300.0;n3300440;1.0;1.0
18;w_H1_P2;n_T4;0.0;0.0;0;0;0;0;410;677;8;0.0;0.0;300.0;n3300440;300.0;n3300440;1.0;1.0
19;o_D0;n_T5;84.0;6615.0;21;0;21;0;411;0;9;0.7241379310344828;0.06615;0.0;n601;306.0;n601b;3.0;7.0
20;n_T0;n_T5;68.0;7395.0;0;34;34;410;411;4;9;0.5862068965517241;0.07395;272.0;n601b;306.0;n601b;2.0;5.0
21;o_D1;n_T5;0.0;0.0;0;0;0;0;411;2;9;0.0;0.0;0.0;n601b;306.0;n601b;3.0;7.0
22;n_T1;n_T5;62.0;11490.0;13;5;18;411;411;5;9;0.5344827586206896;0.1149;288.0;n3300440;306.0;n601b;1.0;3.0
23;n_T2;n_T5;4.0;7395.0;0;2;2;410;411;6;9;0.034482758620689655;0.07395;304.0;n601b;306.0;n601b;1.0;1.0
24;w_H0_P1;n_T5;52.0;4095.0;13;0;21;0;411;511;9;0.4482758620689655;0.04095;285.0;n3300440;306.0;n601b;1.0;2.0
25;w_H1_P1;n_T5;52.0;4095.0;13;0;21;0;411;675;9;0.4482758620689655;0.04095;285.0;n3300440;306.0;n601b;1.0;2.0
26;o_D0;n_T6;60.0;4725.0;15;0;15;0;410;0;10;0.5172413793103449;0.04725;0.0;n601;312.0;n3300440;5.0;8.0
27;n_T0;n_T6;106.0;11490.0;13;27;40;410;410;4;10;0.9137931034482759;0.1149;272.0;n601b;312.0;n3300440;4.0;6.0
28;o_D1;n_T6;52.0;4095.0;13;0;13;0;410;2;10;0.4482758620689655;0.04095;0.0;n601b;312.0;n3300440;5.0;8.0
29;n_T1;n_T6;48.0;7395.0;0;24;24;411;410;5;10;0.41379310344827586;0.07395;288.0;n3300440;312.0;n3300440;3.0;4.0
30;w_H0_P2;n_T6;0.0;0.0;0;0;12;0;410;513;10;0.0;0.0;300.0;n3300440;312.0;n3300440;3.0;3.0
31;w_H1_P2;n_T6;0.0;0.0;0;0;12;0;410;677;10;0.0;0.0;300.0;n3300440;312.0;n3300440;3.0;3.0
32;o_D0;n_T7;84.0;6615.0;21;0;21;0;411;0;11;0.7241379310344828;0.06615;0.0;n601;318.0;n601b;4.0;9.0
33;o_D1;n_T7;0.0;0.0;0;0;0;0;411;2;11;0.0;0.0;0.0;n601b;318.0;n601b;4.0;9.0
34;n_T1;n_T7;86.0;11490.0;13;17;30;411;411;5;11;0.7413793103448276;0.1149;288.0;n3300440;318.0;n601b;2.0;5.0
35;n_T2;n_T7;28.0;7395.0;0;14;14;410;411;6;11;0.2413793103448276;0.07395;304.0;n601b;318.0;n601b;2.0;2.0
36;w_H0_P2;n_T7;52.0;4095.0;13;0;18;0;411;513;11;0.4482758620689655;0.04095;300.0;n3300440;318.0;n601b;1.0;5.0
37;w_H1_P2;n_T7;52.0;4095.0;13;0;18;0;411;677;11;0.4482758620689655;0.04095;300.0;n3300440;318.0;n601b;1.0;5.0
38;o_D0;n_T8;60.0;4725.0;15;0;15;0;410;0;12;0.5172413793103449;0.04725;0.0;n601;324.0;n3300440;6.0;10.0
39;o_D1;n_T8;52.0;4095.0;13;0;13;0;410;2;12;0.4482758620689655;0.04095;0.0;n601b;324.0;n3300440;6.0;10.0
40;n_T1;n_T8;72.0;7395.0;0;36;36;411;410;5;12;0.6206896551724138;0.07395;288.0;n3300440;324.0;n3300440;4.0;6.0
41;n_T2;n_T8;66.0;11490.0;13;7;20;410;410;6;12;0.5689655172413793;0.1149;304.0;n601b;324.0;n3300440;1.0;3.0
42;n_T3;n_T8;8.0;7395.0;0;4;4;411;410;7;12;0.06896551724137931;0.07395;320.0;n3300440;324.0;n3300440;1.0;1.0
43;w_H0_P3;n_T8;0.0;0.0;0;0;9;0;410;515;12;0.0;0.0;315.0;n3300440;324.0;n3300440;1.0;1.0
44;w_H1_P3;n_T8;0.0;0.0;0;0;9;0;410;679;12;0.0;0.0;315.0;n3300440;324.0;n3300440;1.0;1.0
45;o_D0;n_T9;84.0;6615.0;21;0;21;0;411;0;13;0.7241379310344828;0.06615;0.0;n601;330.0;n601b;5.0;11.0
46;o_D1;n_T9;0.0;0.0;0;0;0;0;411;2;13;0.0;0.0;0.0;n601b;330.0;n601b;5.0;11.0
47;n_T1;n_T9;110.0;11490.0;13;29;42;411;411;5;13;0.9482758620689655;0.1149;288.0;n3300440;330.0;n601b;3.0;7.0
48;n_T2;n_T9;52.0;7395.0;0;26;26;410;411;6;13;0.4482758620689655;0.07395;304.0;n601b;330.0;n601b;3.0;4.0
49;w_H0_P3;n_T9;52.0;4095.0;13;0;15;0;411;515;13;0.4482758620689655;0.04095;315.0;n3300440;330.0;n601b;1.0;2.0
