Done loading data from cached files.
Training ...
     Batch 000 | Loss : 0.6944 | Acc : 0.4869
     Batch 025 | Loss : 0.6791 | Acc : 0.5512
     Batch 050 | Loss : 0.5817 | Acc : 0.7402
     Batch 075 | Loss : 0.5781 | Acc : 0.7268
     Batch 100 | Loss : 0.4573 | Acc : 0.7788
     Batch 125 | Loss : 0.3796 | Acc : 0.8260
     Batch 150 | Loss : 0.3548 | Acc : 0.8404
     Batch 175 | Loss : 0.4657 | Acc : 0.7733
     Batch 200 | Loss : 0.5139 | Acc : 0.7568
     Batch 225 | Loss : 0.3681 | Acc : 0.8255
     Batch 250 | Loss : 0.3980 | Acc : 0.8133
     Batch 275 | Loss : 0.4478 | Acc : 0.7886
     Batch 300 | Loss : 0.3147 | Acc : 0.8611
Epoch 00000 | Train Loss : 0.4713 | Eval Loss : 0.4351 | Train acc : 0.7635 | Eval Acc : 0.7932 | Eval Log. Respected : 0.9697
     Batch 000 | Loss : 0.4198 | Acc : 0.8089
     Batch 025 | Loss : 0.3824 | Acc : 0.8118
     Batch 050 | Loss : 0.4180 | Acc : 0.8029
     Batch 075 | Loss : 0.3161 | Acc : 0.8601
     Batch 100 | Loss : 0.3744 | Acc : 0.8335
     Batch 125 | Loss : 0.3607 | Acc : 0.8340
     Batch 150 | Loss : 0.3877 | Acc : 0.8201
     Batch 175 | Loss : 0.3348 | Acc : 0.8503
     Batch 200 | Loss : 0.3677 | Acc : 0.8277
     Batch 225 | Loss : 0.3886 | Acc : 0.8160
     Batch 250 | Loss : 0.4128 | Acc : 0.8024
     Batch 275 | Loss : 0.3982 | Acc : 0.8048
     Batch 300 | Loss : 0.3603 | Acc : 0.8390
Epoch 00001 | Train Loss : 0.3814 | Eval Loss : 0.3780 | Train acc : 0.8230 | Eval Acc : 0.8224 | Eval Log. Respected : 0.9713
     Batch 000 | Loss : 0.3489 | Acc : 0.8475
     Batch 025 | Loss : 0.3280 | Acc : 0.8611
     Batch 050 | Loss : 0.3981 | Acc : 0.8124
     Batch 075 | Loss : 0.3541 | Acc : 0.8323
     Batch 100 | Loss : 0.3287 | Acc : 0.8512
     Batch 125 | Loss : 0.3589 | Acc : 0.8296
     Batch 150 | Loss : 0.4220 | Acc : 0.7999
     Batch 175 | Loss : 0.3312 | Acc : 0.8447
     Batch 200 | Loss : 0.3600 | Acc : 0.8320
     Batch 225 | Loss : 0.3053 | Acc : 0.8675
     Batch 250 | Loss : 0.3981 | Acc : 0.8096
     Batch 275 | Loss : 0.3294 | Acc : 0.8514
     Batch 300 | Loss : 0.3653 | Acc : 0.8300
Epoch 00002 | Train Loss : 0.3709 | Eval Loss : 0.3820 | Train acc : 0.8297 | Eval Acc : 0.8202 | Eval Log. Respected : 0.9374
     Batch 000 | Loss : 0.2883 | Acc : 0.8749
     Batch 025 | Loss : 0.3261 | Acc : 0.8579
     Batch 050 | Loss : 0.3332 | Acc : 0.8508
     Batch 075 | Loss : 0.3548 | Acc : 0.8384
     Batch 100 | Loss : 0.3839 | Acc : 0.8181
     Batch 125 | Loss : 0.3710 | Acc : 0.8209
     Batch 150 | Loss : 0.3234 | Acc : 0.8606
     Batch 175 | Loss : 0.3521 | Acc : 0.8334
     Batch 200 | Loss : 0.4171 | Acc : 0.8060
     Batch 225 | Loss : 0.4095 | Acc : 0.8040
     Batch 250 | Loss : 0.3883 | Acc : 0.8169
     Batch 275 | Loss : 0.3702 | Acc : 0.8239
     Batch 300 | Loss : 0.4194 | Acc : 0.8074
Epoch 00003 | Train Loss : 0.3636 | Eval Loss : 0.3963 | Train acc : 0.8332 | Eval Acc : 0.8140 | Eval Log. Respected : 0.9701
     Batch 000 | Loss : 0.3580 | Acc : 0.8380
     Batch 025 | Loss : 0.3513 | Acc : 0.8393
     Batch 050 | Loss : 0.3796 | Acc : 0.8167
     Batch 075 | Loss : 0.3397 | Acc : 0.8452
     Batch 100 | Loss : 0.2996 | Acc : 0.8719
     Batch 125 | Loss : 0.3951 | Acc : 0.8126
     Batch 150 | Loss : 0.3688 | Acc : 0.8292
     Batch 175 | Loss : 0.3169 | Acc : 0.8537
     Batch 200 | Loss : 0.3714 | Acc : 0.8223
     Batch 225 | Loss : 0.3341 | Acc : 0.8540
     Batch 250 | Loss : 0.5634 | Acc : 0.7497
     Batch 275 | Loss : 0.3246 | Acc : 0.8533
     Batch 300 | Loss : 0.3026 | Acc : 0.8703
Epoch 00004 | Train Loss : 0.3627 | Eval Loss : 0.3827 | Train acc : 0.8344 | Eval Acc : 0.8261 | Eval Log. Respected : 0.9390
     Batch 000 | Loss : 0.2725 | Acc : 0.8819
     Batch 025 | Loss : 0.3247 | Acc : 0.8524
     Batch 050 | Loss : 0.3109 | Acc : 0.8627
     Batch 075 | Loss : 0.3810 | Acc : 0.8113
     Batch 100 | Loss : 0.3929 | Acc : 0.8158
     Batch 125 | Loss : 0.3938 | Acc : 0.8167
     Batch 150 | Loss : 0.3676 | Acc : 0.8295
     Batch 175 | Loss : 0.3497 | Acc : 0.8376
     Batch 200 | Loss : 0.3388 | Acc : 0.8446
     Batch 225 | Loss : 0.3171 | Acc : 0.8560
     Batch 250 | Loss : 0.3244 | Acc : 0.8512
     Batch 275 | Loss : 0.3064 | Acc : 0.8670
     Batch 300 | Loss : 0.3743 | Acc : 0.8262
Epoch 00005 | Train Loss : 0.3567 | Eval Loss : 0.3707 | Train acc : 0.8369 | Eval Acc : 0.8291 | Eval Log. Respected : 0.9384
     Batch 000 | Loss : 0.3545 | Acc : 0.8348
     Batch 025 | Loss : 0.3369 | Acc : 0.8470
     Batch 050 | Loss : 0.4098 | Acc : 0.8052
     Batch 075 | Loss : 0.3035 | Acc : 0.8622
     Batch 100 | Loss : 0.3172 | Acc : 0.8546
     Batch 125 | Loss : 0.3568 | Acc : 0.8334
     Batch 150 | Loss : 0.3380 | Acc : 0.8442
     Batch 175 | Loss : 0.3739 | Acc : 0.8271
     Batch 200 | Loss : 0.3317 | Acc : 0.8469
     Batch 225 | Loss : 0.4056 | Acc : 0.8025
     Batch 250 | Loss : 0.2989 | Acc : 0.8712
     Batch 275 | Loss : 0.4131 | Acc : 0.8061
     Batch 300 | Loss : 0.2935 | Acc : 0.8692
Epoch 00006 | Train Loss : 0.3541 | Eval Loss : 0.3668 | Train acc : 0.8377 | Eval Acc : 0.8319 | Eval Log. Respected : 0.9337
     Batch 000 | Loss : 0.3544 | Acc : 0.8380
     Batch 025 | Loss : 0.4542 | Acc : 0.7964
     Batch 050 | Loss : 0.3803 | Acc : 0.8166
     Batch 075 | Loss : 0.2956 | Acc : 0.8668
     Batch 100 | Loss : 0.3106 | Acc : 0.8628
     Batch 125 | Loss : 0.3758 | Acc : 0.8225
     Batch 150 | Loss : 0.4541 | Acc : 0.7791
     Batch 175 | Loss : 0.3584 | Acc : 0.8365
     Batch 200 | Loss : 0.3332 | Acc : 0.8469
     Batch 225 | Loss : 0.3365 | Acc : 0.8412
     Batch 250 | Loss : 0.3202 | Acc : 0.8526
     Batch 275 | Loss : 0.3245 | Acc : 0.8514
     Batch 300 | Loss : 0.3152 | Acc : 0.8553
Epoch 00007 | Train Loss : 0.3495 | Eval Loss : 0.3609 | Train acc : 0.8396 | Eval Acc : 0.8299 | Eval Log. Respected : 0.9350
     Batch 000 | Loss : 0.2954 | Acc : 0.8670
     Batch 025 | Loss : 0.2874 | Acc : 0.8697
     Batch 050 | Loss : 0.3508 | Acc : 0.8361
     Batch 075 | Loss : 0.3291 | Acc : 0.8463
     Batch 100 | Loss : 0.3355 | Acc : 0.8441
     Batch 125 | Loss : 0.3954 | Acc : 0.8191
     Batch 150 | Loss : 0.3621 | Acc : 0.8272
     Batch 175 | Loss : 0.2949 | Acc : 0.8685
     Batch 200 | Loss : 0.3622 | Acc : 0.8307
     Batch 225 | Loss : 0.3526 | Acc : 0.8381
     Batch 250 | Loss : 0.3550 | Acc : 0.8405
     Batch 275 | Loss : 0.3375 | Acc : 0.8400
     Batch 300 | Loss : 0.3072 | Acc : 0.8635
Epoch 00008 | Train Loss : 0.3451 | Eval Loss : 0.3687 | Train acc : 0.8414 | Eval Acc : 0.8259 | Eval Log. Respected : 0.9337
     Batch 000 | Loss : 0.4394 | Acc : 0.7820
     Batch 025 | Loss : 0.2848 | Acc : 0.8740
     Batch 050 | Loss : 0.3258 | Acc : 0.8508
     Batch 075 | Loss : 0.3733 | Acc : 0.8319
     Batch 100 | Loss : 0.2908 | Acc : 0.8687
     Batch 125 | Loss : 0.3282 | Acc : 0.8495
     Batch 150 | Loss : 0.3173 | Acc : 0.8536
     Batch 175 | Loss : 0.3023 | Acc : 0.8645
     Batch 200 | Loss : 0.3525 | Acc : 0.8372
     Batch 225 | Loss : 0.3280 | Acc : 0.8489
     Batch 250 | Loss : 0.3830 | Acc : 0.8165
     Batch 275 | Loss : 0.3236 | Acc : 0.8585
     Batch 300 | Loss : 0.2994 | Acc : 0.8708
Epoch 00009 | Train Loss : 0.3438 | Eval Loss : 0.3519 | Train acc : 0.8417 | Eval Acc : 0.8339 | Eval Log. Respected : 0.9349
     Batch 000 | Loss : 0.3697 | Acc : 0.8228
     Batch 025 | Loss : 0.3216 | Acc : 0.8518
     Batch 050 | Loss : 0.3045 | Acc : 0.8679
     Batch 075 | Loss : 0.2776 | Acc : 0.8836
     Batch 100 | Loss : 0.3387 | Acc : 0.8450
     Batch 125 | Loss : 0.3099 | Acc : 0.8610
     Batch 150 | Loss : 0.3283 | Acc : 0.8536
     Batch 175 | Loss : 0.4236 | Acc : 0.7914
     Batch 200 | Loss : 0.3034 | Acc : 0.8695
     Batch 225 | Loss : 0.3600 | Acc : 0.8305
     Batch 250 | Loss : 0.4032 | Acc : 0.8144
     Batch 275 | Loss : 0.3092 | Acc : 0.8586
     Batch 300 | Loss : 0.3624 | Acc : 0.8352
Epoch 00010 | Train Loss : 0.3423 | Eval Loss : 0.3488 | Train acc : 0.8429 | Eval Acc : 0.8359 | Eval Log. Respected : 0.9272
     Batch 000 | Loss : 0.3998 | Acc : 0.8041
     Batch 025 | Loss : 0.3936 | Acc : 0.8132
     Batch 050 | Loss : 0.3181 | Acc : 0.8547
     Batch 075 | Loss : 0.2975 | Acc : 0.8699
     Batch 100 | Loss : 0.3240 | Acc : 0.8560
     Batch 125 | Loss : 0.4207 | Acc : 0.8018
     Batch 150 | Loss : 0.3946 | Acc : 0.8143
     Batch 175 | Loss : 0.3501 | Acc : 0.8280
     Batch 200 | Loss : 0.3191 | Acc : 0.8561
     Batch 225 | Loss : 0.3521 | Acc : 0.8363
     Batch 250 | Loss : 0.3401 | Acc : 0.8423
     Batch 275 | Loss : 0.2882 | Acc : 0.8764
     Batch 300 | Loss : 0.2654 | Acc : 0.8829
Epoch 00011 | Train Loss : 0.3399 | Eval Loss : 0.3557 | Train acc : 0.8439 | Eval Acc : 0.8313 | Eval Log. Respected : 0.9566
     Batch 000 | Loss : 0.3683 | Acc : 0.8130
     Batch 025 | Loss : 0.3815 | Acc : 0.8217
     Batch 050 | Loss : 0.2866 | Acc : 0.8723
     Batch 075 | Loss : 0.4046 | Acc : 0.8128
     Batch 100 | Loss : 0.3899 | Acc : 0.8096
     Batch 125 | Loss : 0.4100 | Acc : 0.8057
     Batch 150 | Loss : 0.2782 | Acc : 0.8749
     Batch 175 | Loss : 0.4529 | Acc : 0.7826
     Batch 200 | Loss : 0.4127 | Acc : 0.8130
     Batch 225 | Loss : 0.2952 | Acc : 0.8684
     Batch 250 | Loss : 0.3239 | Acc : 0.8493
