Done loading data from cached files.
Training ...
     Batch 000 | Loss : 0.6949 | Acc : 0.5123
     Batch 025 | Loss : 0.6566 | Acc : 0.6950
     Batch 050 | Loss : 0.5401 | Acc : 0.7295
     Batch 075 | Loss : 0.5181 | Acc : 0.7414
     Batch 100 | Loss : 0.4166 | Acc : 0.8138
     Batch 125 | Loss : 0.3711 | Acc : 0.8420
     Batch 150 | Loss : 0.4279 | Acc : 0.7953
     Batch 175 | Loss : 0.4052 | Acc : 0.8145
     Batch 200 | Loss : 0.4266 | Acc : 0.7958
     Batch 225 | Loss : 0.4084 | Acc : 0.8151
     Batch 250 | Loss : 0.4224 | Acc : 0.8028
     Batch 275 | Loss : 0.4384 | Acc : 0.7836
     Batch 300 | Loss : 0.4100 | Acc : 0.8054
Epoch 00000 | Train Loss : 0.4590 | Eval Loss : 0.3755 | Train acc : 0.7726 | Eval Acc : 0.8244 | Eval Log. Respected : 0.9464
     Batch 000 | Loss : 0.3875 | Acc : 0.8195
     Batch 025 | Loss : 0.4016 | Acc : 0.8123
     Batch 050 | Loss : 0.3820 | Acc : 0.8269
     Batch 075 | Loss : 0.3747 | Acc : 0.8271
     Batch 100 | Loss : 0.4041 | Acc : 0.8002
     Batch 125 | Loss : 0.4505 | Acc : 0.7892
     Batch 150 | Loss : 0.3688 | Acc : 0.8270
     Batch 175 | Loss : 0.3335 | Acc : 0.8497
     Batch 200 | Loss : 0.3301 | Acc : 0.8503
     Batch 225 | Loss : 0.3547 | Acc : 0.8374
     Batch 250 | Loss : 0.3172 | Acc : 0.8582
     Batch 275 | Loss : 0.4362 | Acc : 0.8070
     Batch 300 | Loss : 0.3533 | Acc : 0.8333
Epoch 00001 | Train Loss : 0.3770 | Eval Loss : 0.3752 | Train acc : 0.8263 | Eval Acc : 0.8257 | Eval Log. Respected : 0.9403
     Batch 000 | Loss : 0.3111 | Acc : 0.8670
     Batch 025 | Loss : 0.4038 | Acc : 0.8057
     Batch 050 | Loss : 0.2930 | Acc : 0.8690
     Batch 075 | Loss : 0.3626 | Acc : 0.8343
     Batch 100 | Loss : 0.3845 | Acc : 0.8175
     Batch 125 | Loss : 0.3139 | Acc : 0.8537
     Batch 150 | Loss : 0.3761 | Acc : 0.8160
     Batch 175 | Loss : 0.3446 | Acc : 0.8367
     Batch 200 | Loss : 0.3875 | Acc : 0.8190
     Batch 225 | Loss : 0.4264 | Acc : 0.7859
     Batch 250 | Loss : 0.3359 | Acc : 0.8510
     Batch 275 | Loss : 0.2905 | Acc : 0.8702
     Batch 300 | Loss : 0.3622 | Acc : 0.8243
Epoch 00002 | Train Loss : 0.3662 | Eval Loss : 0.3564 | Train acc : 0.8307 | Eval Acc : 0.8312 | Eval Log. Respected : 0.9295
     Batch 000 | Loss : 0.3403 | Acc : 0.8436
     Batch 025 | Loss : 0.3242 | Acc : 0.8533
     Batch 050 | Loss : 0.4035 | Acc : 0.8202
     Batch 075 | Loss : 0.4275 | Acc : 0.7898
     Batch 100 | Loss : 0.3395 | Acc : 0.8448
     Batch 125 | Loss : 0.3724 | Acc : 0.8298
     Batch 150 | Loss : 0.3653 | Acc : 0.8246
     Batch 175 | Loss : 0.4057 | Acc : 0.8108
     Batch 200 | Loss : 0.3420 | Acc : 0.8456
     Batch 225 | Loss : 0.3755 | Acc : 0.8192
     Batch 250 | Loss : 0.4781 | Acc : 0.7938
     Batch 275 | Loss : 0.3514 | Acc : 0.8296
     Batch 300 | Loss : 0.3708 | Acc : 0.8206
Epoch 00003 | Train Loss : 0.3576 | Eval Loss : 0.3452 | Train acc : 0.8350 | Eval Acc : 0.8382 | Eval Log. Respected : 0.9525
     Batch 000 | Loss : 0.3113 | Acc : 0.8613
     Batch 025 | Loss : 0.3174 | Acc : 0.8517
     Batch 050 | Loss : 0.3303 | Acc : 0.8532
     Batch 075 | Loss : 0.4133 | Acc : 0.8064
     Batch 100 | Loss : 0.3079 | Acc : 0.8654
     Batch 125 | Loss : 0.3466 | Acc : 0.8411
     Batch 150 | Loss : 0.3931 | Acc : 0.8082
     Batch 175 | Loss : 0.3447 | Acc : 0.8435
     Batch 200 | Loss : 0.3824 | Acc : 0.8230
     Batch 225 | Loss : 0.3564 | Acc : 0.8296
     Batch 250 | Loss : 0.3125 | Acc : 0.8586
     Batch 275 | Loss : 0.4481 | Acc : 0.7897
     Batch 300 | Loss : 0.3350 | Acc : 0.8511
Epoch 00004 | Train Loss : 0.3504 | Eval Loss : 0.3438 | Train acc : 0.8385 | Eval Acc : 0.8389 | Eval Log. Respected : 0.9320
     Batch 000 | Loss : 0.4474 | Acc : 0.7817
     Batch 025 | Loss : 0.2881 | Acc : 0.8729
     Batch 050 | Loss : 0.3577 | Acc : 0.8358
     Batch 075 | Loss : 0.3087 | Acc : 0.8610
     Batch 100 | Loss : 0.3323 | Acc : 0.8452
     Batch 125 | Loss : 0.3496 | Acc : 0.8394
     Batch 150 | Loss : 0.2864 | Acc : 0.8762
     Batch 175 | Loss : 0.4002 | Acc : 0.8132
     Batch 200 | Loss : 0.4425 | Acc : 0.7889
     Batch 225 | Loss : 0.2973 | Acc : 0.8675
     Batch 250 | Loss : 0.3386 | Acc : 0.8396
     Batch 275 | Loss : 0.3095 | Acc : 0.8645
     Batch 300 | Loss : 0.2977 | Acc : 0.8672
Epoch 00005 | Train Loss : 0.3467 | Eval Loss : 0.3471 | Train acc : 0.8405 | Eval Acc : 0.8356 | Eval Log. Respected : 0.9567
     Batch 000 | Loss : 0.2990 | Acc : 0.8641
     Batch 025 | Loss : 0.3486 | Acc : 0.8364
     Batch 050 | Loss : 0.3474 | Acc : 0.8401
     Batch 075 | Loss : 0.3528 | Acc : 0.8369
     Batch 100 | Loss : 0.2893 | Acc : 0.8700
     Batch 125 | Loss : 0.3696 | Acc : 0.8204
     Batch 150 | Loss : 0.4771 | Acc : 0.7846
     Batch 175 | Loss : 0.3065 | Acc : 0.8652
     Batch 200 | Loss : 0.3028 | Acc : 0.8698
     Batch 225 | Loss : 0.3291 | Acc : 0.8449
     Batch 250 | Loss : 0.3015 | Acc : 0.8612
     Batch 275 | Loss : 0.4202 | Acc : 0.8021
     Batch 300 | Loss : 0.2770 | Acc : 0.8784
Epoch 00006 | Train Loss : 0.3467 | Eval Loss : 0.3388 | Train acc : 0.8403 | Eval Acc : 0.8415 | Eval Log. Respected : 0.9326
     Batch 000 | Loss : 0.2812 | Acc : 0.8723
     Batch 025 | Loss : 0.2911 | Acc : 0.8709
     Batch 050 | Loss : 0.3215 | Acc : 0.8523
     Batch 075 | Loss : 0.3716 | Acc : 0.8258
     Batch 100 | Loss : 0.3289 | Acc : 0.8476
     Batch 125 | Loss : 0.4334 | Acc : 0.7875
     Batch 150 | Loss : 0.3805 | Acc : 0.8199
     Batch 175 | Loss : 0.2998 | Acc : 0.8684
     Batch 200 | Loss : 0.3249 | Acc : 0.8552
     Batch 225 | Loss : 0.4645 | Acc : 0.7885
     Batch 250 | Loss : 0.2954 | Acc : 0.8666
     Batch 275 | Loss : 0.4564 | Acc : 0.7847
     Batch 300 | Loss : 0.3995 | Acc : 0.8169
Epoch 00007 | Train Loss : 0.3434 | Eval Loss : 0.3435 | Train acc : 0.8424 | Eval Acc : 0.8391 | Eval Log. Respected : 0.9212
     Batch 000 | Loss : 0.2909 | Acc : 0.8705
     Batch 025 | Loss : 0.3324 | Acc : 0.8476
     Batch 050 | Loss : 0.3603 | Acc : 0.8299
     Batch 075 | Loss : 0.3791 | Acc : 0.8237
     Batch 100 | Loss : 0.3311 | Acc : 0.8489
     Batch 125 | Loss : 0.2717 | Acc : 0.8776
     Batch 150 | Loss : 0.3492 | Acc : 0.8430
     Batch 175 | Loss : 0.4343 | Acc : 0.7928
     Batch 200 | Loss : 0.4441 | Acc : 0.7974
     Batch 225 | Loss : 0.3502 | Acc : 0.8374
     Batch 250 | Loss : 0.2924 | Acc : 0.8723
     Batch 275 | Loss : 0.3287 | Acc : 0.8462
     Batch 300 | Loss : 0.3358 | Acc : 0.8439
Epoch 00008 | Train Loss : 0.3410 | Eval Loss : 0.3348 | Train acc : 0.8433 | Eval Acc : 0.8424 | Eval Log. Respected : 0.9288
     Batch 000 | Loss : 0.2832 | Acc : 0.8781
     Batch 025 | Loss : 0.3066 | Acc : 0.8614
     Batch 050 | Loss : 0.2963 | Acc : 0.8670
     Batch 075 | Loss : 0.2913 | Acc : 0.8699
     Batch 100 | Loss : 0.2843 | Acc : 0.8720
     Batch 125 | Loss : 0.3413 | Acc : 0.8416
     Batch 150 | Loss : 0.4276 | Acc : 0.8051
     Batch 175 | Loss : 0.3300 | Acc : 0.8458
     Batch 200 | Loss : 0.2875 | Acc : 0.8730
     Batch 225 | Loss : 0.3027 | Acc : 0.8623
     Batch 250 | Loss : 0.3538 | Acc : 0.8335
     Batch 275 | Loss : 0.3101 | Acc : 0.8567
     Batch 300 | Loss : 0.3002 | Acc : 0.8599
Epoch 00009 | Train Loss : 0.3402 | Eval Loss : 0.3413 | Train acc : 0.8439 | Eval Acc : 0.8394 | Eval Log. Respected : 0.9372
     Batch 000 | Loss : 0.4057 | Acc : 0.8120
     Batch 025 | Loss : 0.4103 | Acc : 0.8067
     Batch 050 | Loss : 0.3693 | Acc : 0.8327
     Batch 075 | Loss : 0.3401 | Acc : 0.8386
     Batch 100 | Loss : 0.3185 | Acc : 0.8546
     Batch 125 | Loss : 0.2866 | Acc : 0.8698
     Batch 150 | Loss : 0.3856 | Acc : 0.8245
     Batch 175 | Loss : 0.2901 | Acc : 0.8692
     Batch 200 | Loss : 0.3286 | Acc : 0.8473
     Batch 225 | Loss : 0.3029 | Acc : 0.8645
     Batch 250 | Loss : 0.3426 | Acc : 0.8384
     Batch 275 | Loss : 0.3530 | Acc : 0.8297
     Batch 300 | Loss : 0.3345 | Acc : 0.8444
Epoch 00010 | Train Loss : 0.3377 | Eval Loss : 0.3371 | Train acc : 0.8446 | Eval Acc : 0.8423 | Eval Log. Respected : 0.9307
     Batch 000 | Loss : 0.3166 | Acc : 0.8502
     Batch 025 | Loss : 0.3739 | Acc : 0.8313
     Batch 050 | Loss : 0.3800 | Acc : 0.8283
     Batch 075 | Loss : 0.4390 | Acc : 0.7845
     Batch 100 | Loss : 0.3895 | Acc : 0.8162
     Batch 125 | Loss : 0.3066 | Acc : 0.8660
     Batch 150 | Loss : 0.2973 | Acc : 0.8660
     Batch 175 | Loss : 0.2942 | Acc : 0.8639
     Batch 200 | Loss : 0.3612 | Acc : 0.8311
     Batch 225 | Loss : 0.3468 | Acc : 0.8323
     Batch 250 | Loss : 0.3032 | Acc : 0.8617
     Batch 275 | Loss : 0.3277 | Acc : 0.8470
     Batch 300 | Loss : 0.3108 | Acc : 0.8611
Epoch 00011 | Train Loss : 0.3363 | Eval Loss : 0.3376 | Train acc : 0.8450 | Eval Acc : 0.8420 | Eval Log. Respected : 0.9345
     Batch 000 | Loss : 0.3832 | Acc : 0.8222
     Batch 025 | Loss : 0.3928 | Acc : 0.8253
     Batch 050 | Loss : 0.3441 | Acc : 0.8381
     Batch 075 | Loss : 0.3404 | Acc : 0.8444
     Batch 100 | Loss : 0.2736 | Acc : 0.8801
     Batch 125 | Loss : 0.3333 | Acc : 0.8421
     Batch 150 | Loss : 0.3098 | Acc : 0.8637
     Batch 175 | Loss : 0.3494 | Acc : 0.8402
     Batch 200 | Loss : 0.3743 | Acc : 0.8246
     Batch 225 | Loss : 0.4274 | Acc : 0.8009
     Batch 250 | Loss : 0.2745 | Acc : 0.8755
     Batch 275 | Loss : 0.3479 | Acc : 0.8388
     Batch 300 | Loss : 0.4495 | Acc : 0.7803
Epoch 00012 | Train Loss : 0.3356 | Eval Loss : 0.3407 | Train acc : 0.8456 | Eval Acc : 0.8407 | Eval Log. Respected : 0.9261
     Batch 000 | Loss : 0.3325 | Acc : 0.8472
     Batch 025 | Loss : 0.4086 | Acc : 0.8105
     Batch 050 | Loss : 0.3588 | Acc : 0.8228
     Batch 075 | Loss : 0.3827 | Acc : 0.8298
     Batch 100 | Loss : 0.4337 | Acc : 0.7930
     Batch 125 | Loss : 0.4306 | Acc : 0.7884
     Batch 150 | Loss : 0.3509 | Acc : 0.8343
     Batch 175 | Loss : 0.2864 | Acc : 0.8686
     Batch 200 | Loss : 0.3601 | Acc : 0.8362
     Batch 225 | Loss : 0.3087 | Acc : 0.8565
     Batch 250 | Loss : 0.3255 | Acc : 0.8559
     Batch 275 | Loss : 0.3652 | Acc : 0.8366
     Batch 300 | Loss : 0.3071 | Acc : 0.8606
Epoch 00013 | Train Loss : 0.3336 | Eval Loss : 0.3346 | Train acc : 0.8464 | Eval Acc : 0.8417 | Eval Log. Respected : 0.9312
     Batch 000 | Loss : 0.3288 | Acc : 0.8431
     Batch 025 | Loss : 0.3575 | Acc : 0.8310
     Batch 050 | Loss : 0.3265 | Acc : 0.8569
     Batch 075 | Loss : 0.2635 | Acc : 0.8829
     Batch 100 | Loss : 0.3022 | Acc : 0.8643
     Batch 125 | Loss : 0.2870 | Acc : 0.8732
     Batch 150 | Loss : 0.3014 | Acc : 0.8601
