Done loading data from cached files.
Training ...
     Batch 000 | Loss : 0.6981 | Acc : 0.4890
     Batch 025 | Loss : 0.6889 | Acc : 0.5337
     Batch 050 | Loss : 0.6757 | Acc : 0.5806
     Batch 075 | Loss : 0.6639 | Acc : 0.5748
     Batch 100 | Loss : 0.6625 | Acc : 0.5652
     Batch 125 | Loss : 0.6657 | Acc : 0.5597
     Batch 150 | Loss : 0.6231 | Acc : 0.6094
     Batch 175 | Loss : 0.6629 | Acc : 0.5835
     Batch 200 | Loss : 0.6390 | Acc : 0.6169
     Batch 225 | Loss : 0.6124 | Acc : 0.6205
     Batch 250 | Loss : 0.6330 | Acc : 0.6153
     Batch 275 | Loss : 0.6292 | Acc : 0.5892
     Batch 300 | Loss : 0.5972 | Acc : 0.6742
Epoch 00000 | Train Loss : 0.6484 | Eval Loss : 0.6072 | Train acc : 0.5945 | Eval Acc : 0.6639 | Eval Log. Respected : 0.6992
     Batch 000 | Loss : 0.6107 | Acc : 0.6648
     Batch 025 | Loss : 0.6088 | Acc : 0.6250
     Batch 050 | Loss : 0.5996 | Acc : 0.6559
     Batch 075 | Loss : 0.6037 | Acc : 0.6835
     Batch 100 | Loss : 0.5701 | Acc : 0.7002
     Batch 125 | Loss : 0.6566 | Acc : 0.5984
     Batch 150 | Loss : 0.5681 | Acc : 0.6732
     Batch 175 | Loss : 0.5533 | Acc : 0.7035
     Batch 200 | Loss : 0.6169 | Acc : 0.6258
     Batch 225 | Loss : 0.6020 | Acc : 0.6696
     Batch 250 | Loss : 0.5887 | Acc : 0.6743
     Batch 275 | Loss : 0.5081 | Acc : 0.7518
     Batch 300 | Loss : 0.6099 | Acc : 0.6593
Epoch 00001 | Train Loss : 0.5930 | Eval Loss : 0.5495 | Train acc : 0.6692 | Eval Acc : 0.7124 | Eval Log. Respected : 0.6419
     Batch 000 | Loss : 0.5557 | Acc : 0.7055
     Batch 025 | Loss : 0.5835 | Acc : 0.6742
     Batch 050 | Loss : 0.5197 | Acc : 0.7565
     Batch 075 | Loss : 0.5325 | Acc : 0.7177
     Batch 100 | Loss : 0.5303 | Acc : 0.7202
     Batch 125 | Loss : 0.5640 | Acc : 0.6769
     Batch 150 | Loss : 0.5093 | Acc : 0.7464
     Batch 175 | Loss : 0.5792 | Acc : 0.6809
     Batch 200 | Loss : 0.5412 | Acc : 0.7207
     Batch 225 | Loss : 0.5232 | Acc : 0.7422
     Batch 250 | Loss : 0.4549 | Acc : 0.7752
     Batch 275 | Loss : 0.4992 | Acc : 0.7569
     Batch 300 | Loss : 0.5613 | Acc : 0.6762
Epoch 00002 | Train Loss : 0.5441 | Eval Loss : 0.5200 | Train acc : 0.7124 | Eval Acc : 0.7316 | Eval Log. Respected : 0.6393
     Batch 000 | Loss : 0.5646 | Acc : 0.7092
     Batch 025 | Loss : 0.5013 | Acc : 0.7486
     Batch 050 | Loss : 0.4611 | Acc : 0.7913
     Batch 075 | Loss : 0.4876 | Acc : 0.7464
     Batch 100 | Loss : 0.5182 | Acc : 0.7360
     Batch 125 | Loss : 0.5245 | Acc : 0.7302
     Batch 150 | Loss : 0.5207 | Acc : 0.7398
     Batch 175 | Loss : 0.5268 | Acc : 0.7176
     Batch 200 | Loss : 0.5430 | Acc : 0.7082
     Batch 225 | Loss : 0.4897 | Acc : 0.7594
     Batch 250 | Loss : 0.5032 | Acc : 0.7546
     Batch 275 | Loss : 0.4768 | Acc : 0.7800
     Batch 300 | Loss : 0.4917 | Acc : 0.7572
Epoch 00003 | Train Loss : 0.5235 | Eval Loss : 0.4961 | Train acc : 0.7316 | Eval Acc : 0.7492 | Eval Log. Respected : 0.6223
     Batch 000 | Loss : 0.4995 | Acc : 0.7467
     Batch 025 | Loss : 0.4995 | Acc : 0.7387
     Batch 050 | Loss : 0.5665 | Acc : 0.6987
     Batch 075 | Loss : 0.5036 | Acc : 0.7300
     Batch 100 | Loss : 0.5002 | Acc : 0.7535
     Batch 125 | Loss : 0.5966 | Acc : 0.6763
     Batch 150 | Loss : 0.5095 | Acc : 0.7549
     Batch 175 | Loss : 0.4487 | Acc : 0.7904
     Batch 200 | Loss : 0.4709 | Acc : 0.7703
     Batch 225 | Loss : 0.4629 | Acc : 0.7740
     Batch 250 | Loss : 0.5376 | Acc : 0.7229
     Batch 275 | Loss : 0.5049 | Acc : 0.7372
     Batch 300 | Loss : 0.4985 | Acc : 0.7415
Epoch 00004 | Train Loss : 0.5158 | Eval Loss : 0.6025 | Train acc : 0.7356 | Eval Acc : 0.6752 | Eval Log. Respected : 0.6986
     Batch 000 | Loss : 0.5721 | Acc : 0.7095
     Batch 025 | Loss : 0.4404 | Acc : 0.7896
     Batch 050 | Loss : 0.5644 | Acc : 0.6988
     Batch 075 | Loss : 0.5694 | Acc : 0.7097
     Batch 100 | Loss : 0.5095 | Acc : 0.7717
     Batch 125 | Loss : 0.4698 | Acc : 0.7638
     Batch 150 | Loss : 0.5101 | Acc : 0.7407
     Batch 175 | Loss : 0.4649 | Acc : 0.7651
     Batch 200 | Loss : 0.4853 | Acc : 0.7517
     Batch 225 | Loss : 0.4747 | Acc : 0.7979
     Batch 250 | Loss : 0.4761 | Acc : 0.7654
     Batch 275 | Loss : 0.5212 | Acc : 0.7379
     Batch 300 | Loss : 0.5115 | Acc : 0.7481
Epoch 00005 | Train Loss : 0.4966 | Eval Loss : 0.4669 | Train acc : 0.7506 | Eval Acc : 0.7651 | Eval Log. Respected : 0.6498
     Batch 000 | Loss : 0.4625 | Acc : 0.7869
     Batch 025 | Loss : 0.4718 | Acc : 0.7685
     Batch 050 | Loss : 0.5542 | Acc : 0.7259
     Batch 075 | Loss : 0.4951 | Acc : 0.7358
     Batch 100 | Loss : 0.4930 | Acc : 0.7431
     Batch 125 | Loss : 0.6106 | Acc : 0.6683
     Batch 150 | Loss : 0.4553 | Acc : 0.7755
     Batch 175 | Loss : 0.5281 | Acc : 0.7162
     Batch 200 | Loss : 0.4763 | Acc : 0.7641
     Batch 225 | Loss : 0.5274 | Acc : 0.7309
     Batch 250 | Loss : 0.4453 | Acc : 0.7888
     Batch 275 | Loss : 0.4734 | Acc : 0.7654
     Batch 300 | Loss : 0.4585 | Acc : 0.7764
Epoch 00006 | Train Loss : 0.4942 | Eval Loss : 0.4883 | Train acc : 0.7518 | Eval Acc : 0.7521 | Eval Log. Respected : 0.6387
     Batch 000 | Loss : 0.4430 | Acc : 0.7850
     Batch 025 | Loss : 0.4361 | Acc : 0.7970
     Batch 050 | Loss : 0.4624 | Acc : 0.7720
     Batch 075 | Loss : 0.4580 | Acc : 0.7703
     Batch 100 | Loss : 0.4948 | Acc : 0.7527
     Batch 125 | Loss : 0.4339 | Acc : 0.7897
     Batch 150 | Loss : 0.4949 | Acc : 0.7494
     Batch 175 | Loss : 0.4540 | Acc : 0.7788
     Batch 200 | Loss : 0.5005 | Acc : 0.7523
     Batch 225 | Loss : 0.6266 | Acc : 0.6580
     Batch 250 | Loss : 0.5152 | Acc : 0.7271
     Batch 275 | Loss : 0.4993 | Acc : 0.7437
     Batch 300 | Loss : 0.4690 | Acc : 0.7666
Epoch 00007 | Train Loss : 0.4742 | Eval Loss : 0.4562 | Train acc : 0.7648 | Eval Acc : 0.7728 | Eval Log. Respected : 0.6537
     Batch 000 | Loss : 0.4116 | Acc : 0.8136
     Batch 025 | Loss : 0.4676 | Acc : 0.7659
     Batch 050 | Loss : 0.4260 | Acc : 0.7920
     Batch 075 | Loss : 0.4564 | Acc : 0.7666
     Batch 100 | Loss : 0.5438 | Acc : 0.7150
     Batch 125 | Loss : 0.5659 | Acc : 0.7098
     Batch 150 | Loss : 0.4627 | Acc : 0.7692
     Batch 175 | Loss : 0.4735 | Acc : 0.7631
     Batch 200 | Loss : 0.4189 | Acc : 0.8025
     Batch 225 | Loss : 0.5239 | Acc : 0.7175
     Batch 250 | Loss : 0.3990 | Acc : 0.8212
     Batch 275 | Loss : 0.4318 | Acc : 0.7931
     Batch 300 | Loss : 0.4557 | Acc : 0.7734
Epoch 00008 | Train Loss : 0.4710 | Eval Loss : 0.4519 | Train acc : 0.7668 | Eval Acc : 0.7756 | Eval Log. Respected : 0.6579
     Batch 000 | Loss : 0.4656 | Acc : 0.7690
     Batch 025 | Loss : 0.4505 | Acc : 0.7777
     Batch 050 | Loss : 0.5332 | Acc : 0.7144
     Batch 075 | Loss : 0.4343 | Acc : 0.7911
     Batch 100 | Loss : 0.3838 | Acc : 0.8274
     Batch 125 | Loss : 0.4056 | Acc : 0.8123
     Batch 150 | Loss : 0.4816 | Acc : 0.7569
     Batch 175 | Loss : 0.4373 | Acc : 0.7867
     Batch 200 | Loss : 0.4193 | Acc : 0.7952
     Batch 225 | Loss : 0.4477 | Acc : 0.7859
     Batch 250 | Loss : 0.4559 | Acc : 0.7737
     Batch 275 | Loss : 0.4317 | Acc : 0.7860
