Done loading data from cached files.
Training ...
     Batch 000 | Loss : 0.6941 | Acc : 0.4895
     Batch 025 | Loss : 0.6832 | Acc : 0.5722
     Batch 050 | Loss : 0.6693 | Acc : 0.5912
     Batch 075 | Loss : 0.6763 | Acc : 0.5768
     Batch 100 | Loss : 0.6377 | Acc : 0.5966
     Batch 125 | Loss : 0.6972 | Acc : 0.5554
     Batch 150 | Loss : 0.6961 | Acc : 0.5660
     Batch 175 | Loss : 0.6401 | Acc : 0.6000
     Batch 200 | Loss : 0.6436 | Acc : 0.5938
     Batch 225 | Loss : 0.7117 | Acc : 0.5029
     Batch 250 | Loss : 0.6374 | Acc : 0.6093
     Batch 275 | Loss : 0.6974 | Acc : 0.5290
     Batch 300 | Loss : 0.6647 | Acc : 0.5712
Epoch 00000 | Train Loss : 0.6610 | Eval Loss : 0.6375 | Train acc : 0.5782 | Eval Acc : 0.5928 | Eval Log. Respected : 0.0001
     Batch 000 | Loss : 0.6248 | Acc : 0.6195
     Batch 025 | Loss : 0.6371 | Acc : 0.6000
     Batch 050 | Loss : 0.6030 | Acc : 0.6322
     Batch 075 | Loss : 0.6297 | Acc : 0.6135
     Batch 100 | Loss : 0.6129 | Acc : 0.6405
     Batch 125 | Loss : 0.6274 | Acc : 0.6003
     Batch 150 | Loss : 0.6063 | Acc : 0.6456
     Batch 175 | Loss : 0.6362 | Acc : 0.6125
     Batch 200 | Loss : 0.5777 | Acc : 0.6588
     Batch 225 | Loss : 0.5788 | Acc : 0.6634
     Batch 250 | Loss : 0.5801 | Acc : 0.6681
     Batch 275 | Loss : 0.5481 | Acc : 0.6793
     Batch 300 | Loss : 0.5453 | Acc : 0.6844
Epoch 00001 | Train Loss : 0.6051 | Eval Loss : 0.5517 | Train acc : 0.6352 | Eval Acc : 0.6683 | Eval Log. Respected : 0.9232
     Batch 000 | Loss : 0.5582 | Acc : 0.6845
     Batch 025 | Loss : 0.5280 | Acc : 0.6972
     Batch 050 | Loss : 0.5282 | Acc : 0.7065
     Batch 075 | Loss : 0.5467 | Acc : 0.6777
     Batch 100 | Loss : 0.5530 | Acc : 0.6600
     Batch 125 | Loss : 0.5473 | Acc : 0.6735
     Batch 150 | Loss : 0.5321 | Acc : 0.6789
     Batch 175 | Loss : 0.5440 | Acc : 0.6814
     Batch 200 | Loss : 0.5461 | Acc : 0.6779
     Batch 225 | Loss : 0.5230 | Acc : 0.7064
     Batch 250 | Loss : 0.5344 | Acc : 0.7007
     Batch 275 | Loss : 0.5351 | Acc : 0.6846
     Batch 300 | Loss : 0.5012 | Acc : 0.7205
Epoch 00002 | Train Loss : 0.5415 | Eval Loss : 0.5360 | Train acc : 0.6871 | Eval Acc : 0.6856 | Eval Log. Respected : 0.9438
