Done loading data from cached files.
Training ...
     Batch 000 | Loss : 0.6974 | Acc : 0.4853
     Batch 025 | Loss : 0.6689 | Acc : 0.5761
     Batch 050 | Loss : 0.6542 | Acc : 0.5836
     Batch 075 | Loss : 0.6890 | Acc : 0.5302
     Batch 100 | Loss : 0.6858 | Acc : 0.5479
     Batch 125 | Loss : 0.6876 | Acc : 0.5391
     Batch 150 | Loss : 0.6829 | Acc : 0.5912
     Batch 175 | Loss : 0.6840 | Acc : 0.5658
     Batch 200 | Loss : 0.6721 | Acc : 0.6023
     Batch 225 | Loss : 0.6006 | Acc : 0.6567
     Batch 250 | Loss : 0.6043 | Acc : 0.6524
     Batch 275 | Loss : 0.5537 | Acc : 0.7206
     Batch 300 | Loss : 0.5511 | Acc : 0.7220
Epoch 00000 | Train Loss : 0.6459 | Eval Loss : 0.5178 | Train acc : 0.6087 | Eval Acc : 0.7404 | Eval Log. Respected : 0.9656
     Batch 000 | Loss : 0.4897 | Acc : 0.7651
     Batch 025 | Loss : 0.5095 | Acc : 0.7467
     Batch 050 | Loss : 0.4922 | Acc : 0.7734
     Batch 075 | Loss : 0.4985 | Acc : 0.7540
     Batch 100 | Loss : 0.5446 | Acc : 0.7161
     Batch 125 | Loss : 0.4892 | Acc : 0.7585
     Batch 150 | Loss : 0.5926 | Acc : 0.6915
     Batch 175 | Loss : 0.5680 | Acc : 0.6927
     Batch 200 | Loss : 0.5712 | Acc : 0.6928
     Batch 225 | Loss : 0.5838 | Acc : 0.7105
     Batch 250 | Loss : 0.6539 | Acc : 0.6969
     Batch 275 | Loss : 0.4935 | Acc : 0.7494
     Batch 300 | Loss : 0.4886 | Acc : 0.7640
Epoch 00001 | Train Loss : 0.5075 | Eval Loss : 0.4930 | Train acc : 0.7485 | Eval Acc : 0.7613 | Eval Log. Respected : 0.9344
     Batch 000 | Loss : 0.5134 | Acc : 0.7443
     Batch 025 | Loss : 0.4917 | Acc : 0.7603
     Batch 050 | Loss : 0.4300 | Acc : 0.8177
     Batch 075 | Loss : 0.4479 | Acc : 0.7887
     Batch 100 | Loss : 0.4274 | Acc : 0.8116
     Batch 125 | Loss : 0.5262 | Acc : 0.7259
     Batch 150 | Loss : 0.4490 | Acc : 0.7862
     Batch 175 | Loss : 0.5338 | Acc : 0.7412
     Batch 200 | Loss : 0.4244 | Acc : 0.8107
     Batch 225 | Loss : 0.4538 | Acc : 0.7811
     Batch 250 | Loss : 0.4165 | Acc : 0.8158
     Batch 275 | Loss : 0.4633 | Acc : 0.7775
     Batch 300 | Loss : 0.4896 | Acc : 0.7556
Epoch 00002 | Train Loss : 0.4698 | Eval Loss : 0.4346 | Train acc : 0.7777 | Eval Acc : 0.7984 | Eval Log. Respected : 0.9374
     Batch 000 | Loss : 0.3906 | Acc : 0.8242
     Batch 025 | Loss : 0.3893 | Acc : 0.8232
     Batch 050 | Loss : 0.4160 | Acc : 0.8195
     Batch 075 | Loss : 0.4237 | Acc : 0.8055
     Batch 100 | Loss : 0.3834 | Acc : 0.8283
     Batch 125 | Loss : 0.4057 | Acc : 0.8122
     Batch 150 | Loss : 0.4245 | Acc : 0.8108
     Batch 175 | Loss : 0.4648 | Acc : 0.7699
     Batch 200 | Loss : 0.4626 | Acc : 0.7760
